property_title, society_name, carpet_area, status, floor_info,transaction_type, furnishing_type, facing, ownership_type, car_parking, bathroom_count, balcony_count, price_amount, price_per_sqft 
3 BHK Apartment for Sale in Nungambakkam Chennai, None, 2200 sqft, Ready to Move, 5 out of 12,Resale, Semi-Furnished, North, Freehold, None, 3, 3, ₹2.28 Cr, ₹12 000 per sqft
2 BHK Apartment for Sale in Ayanambakkam Chennai, AVR Homes, 750 sqft, Ready to Move, 1 out of 2,Resale, Semi-Furnished, South, Freehold, None, 2, 2, ₹38 Lac, ₹5 067 per sqft
4 BHK  House for Sale in Kovilambakkam Chennai, None, 1950 sqft, Ready to Move, Ground out of 3,Resale, Semi-Furnished, North, Freehold, 1 Covered, 4, 2, ₹1.43 Cr, ₹5 298 per sqft
3 BHK  House for Sale in Guduvancheri Chennai, None, 800 sqft, Ready to Move, 2 out of 2,New Property, Unfurnished, North, Freehold, 1 Covered , 3, 1, ₹65 Lac, ₹8 125 per sqft
4 BHK  House for Sale in New Perungalathur Chennai, None, 1800 sqft, Ready to Move, Ground out of 2,Resale, Unfurnished, North, Freehold, None, 5, None, ₹1.60 Cr, ₹6 667 per sqft
2 BHK Builder Floor for Sale in Anna Nagar Chennai, None, 1257 sqft, Ready to Move, 1 out of 3,New Property, Semi-Furnished, East, Freehold, 1 Covered, 2, 2, ₹1.90 Cr, ₹15 115 per sqft
2 BHK Apartment for Sale in Radha Nagar Chromepet Chennai, None, 714 sqft, Ready to Move, 1 out of 2,Resale, Unfurnished, South, None, None, 2, None, ₹45 Lac, ₹6 303 per sqft
3 BHK Apartment for Sale in Porur Chennai, None, 900 sqft, Ready to Move, Ground out of 4,New Property, Unfurnished, North - East, Freehold, 1 Covered, 2, 1, ₹82.8 Lac, ₹7 263 per sqft
3 BHK Villa for Sale in Rathinamangalam Chennai, Vamanan MM Nagar Villas, 1570 sqft, Ready to Move, None,Resale, Unfurnished, South, Freehold, None, 3, 1, ₹78 Lac, None
3 BHK  House for Sale in Mangadu Chennai, MGR Nagar, 800 sqft, Ready to Move, None,Resale, Semi-Furnished, North, Freehold, None, 2, 2, ₹1 Cr, ₹6 250 per sqft
3 BHK Apartment for Sale in Virugambakkam Chennai, None, 1400 sqft, Ready to Move, 4 out of 4,Resale, Semi-Furnished, West, Freehold, 1 Covered, 3, 2, ₹1.18 Cr, ₹7 613 per sqft
1 BHK Apartment for Sale in Iyyappanthangal Chennai, Prestige Bella Vista, 450 sqft, Ready to Move, 2 out of 18,Resale, Semi-Furnished, East, Freehold, 1 Covered, 1, 1, ₹52 Lac, ₹8 667 per sqft
3 BHK Apartment for Sale in Shastri Nagar Adyar Chennai, None, 1400 sqft, Ready to Move, 3 out of 4,Resale, Furnished, North, Freehold, 2 Covered, 3, 2, ₹2.30 Cr, ₹16 429 per sqft
3 BHK Apartment for Sale in Medavakkam Chennai, None, 1418 sqft, Ready to Move, 11 out of 14,Resale, Furnished, South, Freehold, 1 Covered, 3, 1, ₹1.25 Cr, ₹8 815 per sqft
3 BHK Apartment for Sale in Porur Chennai, TVS Emerald Green Enclave, 902 sqft, Ready to Move, 2 out of 5,New Property, Semi-Furnished, North - East, Freehold, 1 Covered, 3, 1, ₹80 Lac, ₹6 623 per sqft
3 BHK Apartment for Sale in Sholinganallur Chennai, Pinnacle Crest, 1549 sqft, Ready to Move, 19 out of 29,Resale, Furnished, North, Freehold, None, 3, 1, ₹1.47 Cr, ₹9 490 per sqft
1 BHK Apartment for Sale in Madipakkam Chennai, Ambattur, 500 sqft, Ready to Move, Ground out of 3,Resale, Semi-Furnished, North, Freehold, None, 1, None, ₹32 Lac, ₹5 818 per sqft
6 BHK  House for Sale in Pallikaranai Chennai, None, 2400 sqft, Ready to Move, 2 out of 2,Resale, Unfurnished, North, Freehold, 1 Covered, 5, 1, ₹1.75 Cr, ₹7 292 per sqft
3 BHK Apartment for Sale in Velachery Chennai, None, 1200 sqft, Ready to Move, 2 out of 2,Resale, Semi-Furnished, South, Freehold, None, 3, 2, ₹68 Lac, ₹5 007 per sqft
2 BHK Apartment for Sale in Oragadam Chennai, VBHC Oragdam, 850 sqft, Ready to Move, 3 out of 5,Resale, Unfurnished, East, None, None, 2, 2, ₹30 Lac, ₹3 000 per sqft
1 BHK  House for Sale in Padapai Chennai, None, 350 sqft, Ready to Move, 1 out of 1,Resale, Unfurnished, North, Freehold, None, 1, None, ₹18 Lac, ₹4 498 per sqft
3 BHK Builder Floor for Sale in Alwarpet Chennai, None, 1900 sqft, Ready to Move, 4 out of 4,Resale, Semi-Furnished, North, Freehold, 1 Covered, 3, 3, ₹3 Cr, ₹16 667 per sqft
2 BHK  House for Sale in Poonamallee Chennai, None, 1200 sqft, Ready to Move, Ground out of 2,Resale, Semi-Furnished, None, None, None, 3, None, ₹50 Lac, ₹4 167 per sqft
3 BHK Apartment for Sale in Santhome Chennai, None, 1700 sqft, Ready to Move, 8 out of 10,Resale, Furnished, North, Freehold, 2 Covered, 3, 2, ₹2.88 Cr, ₹16 000 per sqft
3 BHK Apartment for Sale in 1st Seaward Road Chennai, None, 1000 sqft, Ready to Move, Ground out of 4,Resale, Furnished, South, Freehold, 1 Open, 3, 2, ₹1.80 Cr, ₹14 085 per sqft
2 BHK Builder Floor for Sale in Kovur Chennai, None, 1080 sqft, Ready to Move, 2 out of 2,Resale, Unfurnished, South, Freehold, 1 Covered, 2, 2, ₹36 Lac, ₹3 333 per sqft
3 BHK Apartment for Sale in Arumbakkam Chennai, SK Enclave, 1018 sqft, Ready to Move, Ground out of 3,Resale, Furnished, None, None, None, 2, None, ₹85 Lac, ₹8 350 per sqft
2 BHK Apartment for Sale in Vengadamangalam Chennai, None, 690 sqft, Ready to Move, 2 out of 2,Resale, Unfurnished, North, Freehold, 4 Covered, 2, 1, ₹45 Lac, ₹5 422 per sqft
1 BHK Apartment for Sale in Guduvancheri Chennai, None, 500 sqft, Ready to Move, 1 out of 1,Resale, Semi-Furnished, East, Freehold, 1 Covered , 1, None, ₹25.4 Lac, ₹3 629 per sqft
2 BHK Apartment for Sale in Madipakkam Chennai, Ram Nagar, 701 sqft, Ready to Move, 3 out of 3,Resale, Semi-Furnished, North, Freehold, None, 2, 2, ₹55.6 Lac, ₹6 202 per sqft
3 BHK Apartment for Sale in Aminjikarai Chennai, None, 2170 sqft, Ready to Move, 7 out of 10,New Property, Semi-Furnished, South, Freehold, None, 4, 3, ₹2.37 Cr, ₹10 304 per sqft
2 BHK Apartment for Sale in Jyothi Nagar Annanur Chennai, None, 889 sqft, Poss. by Jan '25, 1 out of 6,Resale, Unfurnished, East, Freehold, 1 Covered, 2, 1, ₹52 Lac, ₹3 152 per sqft
3 BHK Apartment for Sale in Thiruvanmiyur Chennai, None, 1450 sqft, Ready to Move, 2 out of 4,Resale, Semi-Furnished, East, Freehold, None, 3, 2, ₹1.70 Cr, ₹11 716 per sqft
2 BHK Apartment for Sale in Nanmangalam Manikandan Nagar Chennai, None, 820 sqft, Ready to Move, 2 out of 2,Resale, Semi-Furnished, North, Freehold, 1 Covered, 2, 2, ₹46 Lac, ₹5 610 per sqft
