property_title, society_name, carpet_area, status, floor_info,transaction_type, furnishing_type, facing, ownership_type, car_parking, bathroom_count, balcony_count, price_amount, price_per_sqft 
3 BHK Apartment for Sale in 212 Riverwalk  Kalyani Nagar Pune, 212 Riverwalk, 1700 sqft, Ready to Move, 4 out of 12,Resale, Unfurnished, None, None, None, 3, 2, ₹3.25 Cr, None
1 BHK Apartment for Sale in Fortune Perfect  Kondhwa BK Pune, Fortune Perfect, 350 sqft, Ready to Move, None,Resale, Unfurnished, East, Freehold, None, 2, 3, ₹43.5 Lac, ₹9 395 per sqft
2 BHK Apartment for Sale in Vardhamanpura  Bibwewadi Pune, Vardhamanpura, 1091 sqft, Ready to Move, 12 out of 22,Resale, Semi-Furnished, None, Co-operative Society, None, 2, 1, ₹2.30 Cr, ₹17 504 per sqft
2 BHK Apartment for Sale in Zinnia Elegans   Wakad Pune, Zinnia Elegans, 770 sqft, Ready to Move, 3 out of 10,Resale, Unfurnished, East, None, None, 2, 2, ₹76 Lac, ₹7 451 per sqft
1 BHK Apartment for Sale in Saarrthi Swadesh  Talegaon Dabhade Pune, Saarrthi Swadesh, 365 sqft, Ready to Move, 1 out of 7,Resale, Semi-Furnished, North - East, Co-operative Society, None, 1, 2, ₹20 Lac, ₹4 914 per sqft
2 BHK Apartment for Sale in Greenland Society  Pimple Saudagar  Pimpri Chinchwad Pune, Greenland Society, 1050 sqft, Ready to Move, 8 out of 12,Resale, Furnished, North - East, Co-operative Society, None, 2, 2, ₹90 Lac, ₹8 571 per sqft
3 BHK Apartment for Sale in Aundh Pune, None, 1600 sqft, None, None,New Property, Semi-Furnished, East, Freehold, 2 Covered, 3, 2, ₹2.13 Cr, ₹13 328 per sqft
3 BHK Apartment for Sale in Mittal Sun Grandeur  Bavdhan Pune, Mittal Sun Grandeur, 1450 sqft, Ready to Move, 12 out of 12,Resale, Unfurnished, East, Freehold, None, 3, 3, ₹1.75 Cr, ₹10 294 per sqft
1 BHK Apartment for Sale in Chinchwad  Pimpri Chinchwad Pune, None, 660 sqft, Ready to Move, 3 out of 4,Resale, Unfurnished, East, Freehold, None, 1, None, ₹41 Lac, None
1 BHK Apartment for Sale in Dwarka City  Mahalunge Ingale Pune, Dwarka City, 421 sqft, Ready to Move, 2 out of 8,Resale, Unfurnished, None, None, None, 1, 1, ₹16.5 Lac, ₹3 919 per sqft
2 BHK Apartment for Sale in Alankapuram  Alandi  Kelgaon Pune, Alankapuram, 658 sqft, Ready to Move, 3 out of 10,Resale, Semi-Furnished, East, Co-operative Society, 1 Open, 2, 1, ₹43 Lac, ₹6 535 per sqft
1 BHK Apartment for Sale in 11K County  Moshi Pune, 11K County, 416 sqft, Ready to Move, 8 out of 9,Resale, Semi-Furnished, East, Freehold, None, 1, 1, ₹35 Lac, ₹7 000 per sqft
3 BHK Penthouse for Sale in Purnanagar Pune, None, 1050 sqft, Ready to Move, 4 out of 5,Resale, Semi-Furnished, West, Freehold, 2 Covered, 3, None, ₹92 Lac, None
2 BHK Apartment for Sale in Hubtown Countrywoods  Tilekar Nagar  Kondhwa Budruk Pune, Hubtown Countrywoods, 860 sqft, Ready to Move, 5 out of 8,Resale, Unfurnished, West, Freehold, 1 Covered, 2, 2, ₹50 Lac, ₹5 814 per sqft
1 BHK Apartment for Sale in Rama Krystal City  Moshi Pune, Rama Krystal City, 404 sqft, Ready to Move, 4 out of 11,Resale, Unfurnished, East, Freehold, None, 1, 1, ₹32 Lac, ₹7 111 per sqft
3 BHK Apartment for Sale in Godrej Park Greens  Mamurdi  Dehu Road Pune, Godrej Park Greens, 601 sqft, Ready to Move, 8 out of 22,Resale, Unfurnished, None, None, None, 2, 2, ₹80 Lac, ₹11 765 per sqft
3 BHK Apartment for Sale in Shukrawar Peth Pune, None, 1317 sqft, Poss. by Sep '26, 2 out of 7,Resale, Unfurnished, None, Freehold, 2 Covered, 3, None, ₹2.45 Cr, None
3 BHK Apartment for Sale in La Moda  Balewadi Pune, La Moda, 1447 sqft, Poss. by Sep '25, 17 out of 19,Resale, Unfurnished, East, Freehold, None, 3, 2, ₹1.29 Cr, ₹8 915 per sqft
2 BHK Apartment for Sale in Vatika Homes  Balewadi Pune, Vatika Homes, 837 sqft, Ready to Move, 10 out of 17,Resale, Semi-Furnished, East, Freehold, None, 2, 1, ₹84.5 Lac, ₹7 767 per sqft
3 BHK Villa for Sale in Dhanori Pune, None, 1100 sqft, Poss. by Dec '24, None,New Property, Unfurnished, West, None, None, 3, 2, ₹1.05 Cr, ₹6 105 per sqft
1 BHK Apartment for Sale in Greenfield  Magarpatta Pune, Greenfield, 407 sqft, Ready to Move, 5 out of 7,Resale, Furnished, West, Freehold, 1 Open, 1, 1, ₹47 Lac, ₹7 912 per sqft
3 BHK  House for Sale in Shroff Shagun  Kiwale  Dehu Road Pune, Shroff Shagun, 2256 sqft, Ready to Move, 2 out of 2,Resale, Unfurnished, West, Co-operative Society, 1 Covered, 3, 2, ₹1.20 Cr, ₹5 319 per sqft
2 BHK Apartment for Sale in Pride Valencia  Baner Pune, Pride Valencia, 1000 sqft, Ready to Move, 6 out of 10,Resale, Unfurnished, East, Freehold, None, 2, 2, ₹1.50 Cr, ₹10 563 per sqft
1 BHK Apartment for Sale in Pimpri Chinchwad Pune, None, 645 sqft, Ready to Move, 11 out of 11,Resale, Semi-Furnished, North - West, Freehold, None, 1, 2, ₹32.5 Lac, ₹5 039 per sqft
4 BHK Villa for Sale in Palace Orchard  Mohammed Wadi Pune, None, 2200 sqft, Ready to Move, None,Resale, Semi-Furnished, East, Co-operative Society, 1 Covered, 5, 2, ₹2.70 Cr, ₹7 844 per sqft
2 BHK Apartment for Sale in Dhanori Pune, None, 745 sqft, Ready to Move, 8 out of 11,Resale, Semi-Furnished, East, Freehold, 1 Covered, 2, 1, ₹65.5 Lac, ₹6 262 per sqft
3 BHK Apartment for Sale in Forest County  Kharadi Pune, Forest County, 1650 sqft, Ready to Move, 2 out of 13,Resale, Semi-Furnished, East, Co-operative Society, 2 Covered, 4, 1, ₹2.40 Cr, ₹11 429 per sqft
3 BHK Apartment for Sale in Akashparv  Chandani Chowk  Bavdhan Pune, Akashparv, 2166 sqft, Ready to Move, Ground out of 22,New Property, Unfurnished, North, Freehold, 1 Covered , 3, 3, ₹3.69 Cr, ₹12 615 per sqft
3 BHK Apartment for Sale in Pride Platinum  Baner Pune, Pride Platinum, 1050 sqft, Ready to Move, 3 out of 11,Resale, Unfurnished, East, Freehold, None, 3, 3, ₹1.50 Cr, ₹10 714 per sqft
3 BHK Apartment for Sale in Gera World of Joy  Kharadi Pune, Gera World of Joy, 1100 sqft, Ready to Move, 5 out of 12,Resale, Semi-Furnished, East, Co-operative Society, 2 Covered, 3, 2, ₹1.65 Cr, None
3 BHK Apartment for Sale in High Mount Phase 2  Hinjawadi Pune, High Mount Phase 2, 1070 sqft, Ready to Move, 15 out of 22,Resale, Unfurnished, East, Co-operative Society, None, 3, 2, ₹1 Cr, ₹6 897 per sqft
3 BHK Apartment for Sale in Golden Trellis  Balewadi Gaon  Balewadi Pune, Golden Trellis, 1250 sqft, Ready to Move, 10 out of 12,Resale, Furnished, East, Freehold, 2 Covered, 3, 3, ₹2.30 Cr, ₹13 939 per sqft
2 BHK Apartment for Sale in TATA Inora Park  Undri Pune, TATA Inora Park, 850 sqft, Ready to Move, 8 out of 9,Resale, Unfurnished, East, Co-operative Society, 1 Covered, 2, 2, ₹45 Lac, ₹3 846 per sqft
3 BHK Apartment for Sale in Pimple Saudagar  Pimpri Chinchwad Pune, None, 1270 sqft, Ready to Move, 5 out of 12,Resale, Semi-Furnished, East, Co-operative Society, None, 3, 3, ₹1.25 Cr, ₹8 446 per sqft
3 BHK Apartment for Sale in Rohan Mithila  Viman Nagar Pune, Rohan Mithila, 1100 sqft, Ready to Move, 5 out of 7,Resale, Semi-Furnished, East, Freehold, None, 3, 2, ₹1.70 Cr, ₹11 486 per sqft
4 BHK Apartment for Sale in Nahar F Residences  Balewadi Pune, Nahar F Residences, 1952 sqft, Ready to Move, 3 out of 20,Resale, Furnished, East, Freehold, None, 4, 3, ₹2.80 Cr, ₹14 344 per sqft
3 BHK Apartment for Sale in Erandwane Pune, None, 1110 sqft, Ready to Move, 8 out of 10,New Property, Unfurnished, East, Co-operative Society, 1 Covered, 3, 2, ₹2.30 Cr, ₹15 333 per sqft
2 BHK Apartment for Sale in Three Jewels  Katraj Kondhwa Road Pune, Three Jewels, 745 sqft, Ready to Move, 10 out of 14,New Property, Furnished, East, Co-operative Society, None, 2, 2, ₹64 Lac, ₹6 400 per sqft
4 BHK Apartment for Sale in Clover Belvedere  Sopan Baug Society  Ghorpadi Pune, Clover Belvedere, 2900 sqft, Ready to Move, 5 out of 10,Resale, Unfurnished, East, Freehold, 3 Covered, 4, 4, ₹4.85 Cr, ₹13 472 per sqft
3 BHK Apartment for Sale in Dattawadi Pune, None, 1565 sqft, Ready to Move, 8 out of 10,Resale, Unfurnished, East, Co-operative Society, 2 Covered, 3, 2, ₹1.60 Cr, ₹10 224 per sqft
3 BHK  House for Sale in Tranquility Phase I  Hadapsar Pune, Tranquility Phase I, 1400 sqft, Ready to Move, Ground out of 2,Resale, Semi-Furnished, East, Co-operative Society, 1 Covered, 3, 3, ₹1.45 Cr, ₹9 062 per sqft
4 BHK Apartment for Sale in VTP Earth One  Mahalunge Pune, VTP Earth One, 1766 sqft, Poss. by Dec '28, 29 out of 34,New Property, Unfurnished, North - East, Freehold, 1 Covered , 4, None, ₹2.17 Cr, ₹12 288 per sqft
