property_title, society_name, carpet_area, status, floor_info,transaction_type, furnishing_type, facing, ownership_type, car_parking, bathroom_count, balcony_count, price_amount, price_per_sqft 
2 BHK Villa for Sale in Chekhla Ahmedabad, None, 1431 sqyrd, Ready to Move, None,Resale, Furnished, East, Leasehold, 5 Open, 3, 2, ₹6.15 Cr, ₹4 775 per sqft
2 BHK Apartment for Sale in Elite Green  Gota Ahmedabad, Elite Green, 74 sqm, Ready to Move, 12 out of 12,Resale, Furnished, North - East, Freehold, 1 Covered, 2, 1, ₹72 Lac, ₹10 451 per sqft
10 BHK  House for Sale in Khadia Ahmedabad, None, 310 sqyrd, Ready to Move, None,Resale, Semi-Furnished, None, None, None, 2, 2, ₹90 Lac, ₹3 226 per sqft
3 BHK Apartment for Sale in supercity Ahmedabad, None, 150 sqyrd, Ready to Move, 2 out of 5,Resale, Semi-Furnished, East, Freehold, None, 3, 2, ₹65 Lac, None
2 BHK Apartment for Sale in Gala Glory  South Bopal  Bopal Ahmedabad, Gala Glory, 1100 sqft, Ready to Move, 2 out of 9,Resale, Unfurnished, None, None, None, 2, None, ₹58 Lac, ₹5 273 per sqft
2 BHK Apartment for Sale in Laxmi Nivas  Narolgam Ahmedabad, Laxmi Nivas, 120 sqyrd, Ready to Move, 14 out of 14,Resale, Semi-Furnished, None, None, None, 2, None, ₹37 Lac, ₹3 426 per sqft
2 BHK Apartment for Sale in Parishkaar  Khokhra Ahmedabad, Parishkaar, 1129 sqft, Ready to Move, 11 out of 12,Resale, Semi-Furnished, West, Freehold, None, 2, None, ₹52 Lac, ₹4 606 per sqft
2 BHK Apartment for Sale in New Naroda Ahmedabad, None, 125 sqyrd, Ready to Move, 1 out of 5,Resale, Furnished, None, None, None, 2, None, ₹47 Lac, ₹4 178 per sqft
1 BHK Apartment for Sale in Satyam Sarjan  Changodar Ahmedabad, Satyam Sarjan, 639 sqft, Ready to Move, 4 out of 5,Resale, Unfurnished, None, Co-operative Society, None, 1, None, ₹20 Lac, ₹3 130 per sqft
2 BHK Apartment for Sale in Sarovar Setu  Kankaria Ahmedabad, Sarovar Setu, 117 sqyrd, Ready to Move, 5 out of 5,Resale, Semi-Furnished, East, None, None, 2, 1, ₹62 Lac, ₹5 888 per sqft
4 BHK  House for Sale in Fatehpura Ahmedabad, None, 555 sqyrd, Ready to Move, 1 out of 3,Resale, Unfurnished, None, Freehold, None, 5, 1, ₹4.50 Cr, ₹9 009 per sqft
