property_title, society_name, carpet_area, status, floor_info,transaction_type, furnishing_type, facing, ownership_type, car_parking, bathroom_count, balcony_count, price_amount, price_per_sqft 
4 BHK Apartment for Sale in Organic Homes  National Highway 24 Ghaziabad, Organic Homes, 1812 sqft, Ready to Move, None,New Property, Semi-Furnished, East, Freehold, 2 Covered, 4, 4, ₹1.32 Cr, ₹5 775 per sqft
4 BHK Builder Floor for Sale in Indirapuram Ghaziabad, None, 1650 sqft, Ready to Move, Ground out of 4,Resale, Semi-Furnished, East, Freehold, 1 Covered , 3, 2, ₹1.10 Cr, ₹6 433 per sqft
3 BHK Builder Floor for Sale in Rajendra Nagar Ghaziabad, None, 1000 sqft, Ready to Move, 1 out of 4,New Property, Semi-Furnished, East, Freehold, 1 Covered, 2, 1, ₹52.1 Lac, ₹4 342 per sqft
2 BHK Builder Floor for Sale in Indirapuram Ghaziabad, None, 900 sqft, Ready to Move, 1 out of 4,New Property, Semi-Furnished, East, Freehold, 1 Covered , 2, 1, ₹51 Lac, ₹4 857 per sqft
3 BHK Apartment for Sale in DigiTown  Siddharth Vihar Ghaziabad, DigiTown, 1100 sqft, Poss. by Dec '24, 4 out of 28,New Property, Unfurnished, North - East, Freehold, None, 2, 3, ₹1 Cr, ₹7 003 per sqft
3 BHK Builder Floor for Sale in Indirapuram Ghaziabad, None, 1400 sqft, Ready to Move, 1 out of 4,New Property, Semi-Furnished, East, Freehold, 1 Covered , 2, 1, ₹1.05 Cr, ₹7 000 per sqft
3 BHK Builder Floor for Sale in Indirapuram Ghaziabad, None, 1000 sqft, Ready to Move, 1 out of 4,New Property, Semi-Furnished, East, Freehold, 1 Covered , 3, 2, ₹90.8 Lac, ₹6 985 per sqft
3 BHK Apartment for Sale in Windsor Paradise 2  Raj Nagar Extension Ghaziabad, Windsor Paradise 2, 1295 sqft, Ready to Move, 10 out of 24,New Property, Unfurnished, North - East, Freehold, None, 2, 3, ₹64.1 Lac, ₹4 950 per sqft
3 BHK Apartment for Sale in Vasu Fortune Residency Phase II  Raj Nagar Extension Ghaziabad, Vasu Fortune Residency Phase II, 1100 sqft, Ready to Move, 1 out of 14,Resale, Semi-Furnished, East, Freehold, 1 Covered , 2, 2, ₹73 Lac, ₹5 309 per sqft
2 BHK Apartment for Sale in SVP Gulmohar Garden Phase 2  Raj Nagar Extension Ghaziabad, SVP Gulmohar Garden Phase 2, 860 sqft, Ready to Move, 5 out of 14,Resale, Semi-Furnished, East, Freehold, None, 2, 3, ₹50 Lac, ₹4 854 per sqft
4 BHK Builder Floor for Sale in Gyan Khand 2  Indirapuram Ghaziabad, Gyan Khand 2, 1506 sqft, Ready to Move, 1 out of 3,New Property, Unfurnished, North - East, Freehold, 1 Covered , 3, 2, ₹1.30 Cr, ₹7 560 per sqft
2 BHK Apartment for Sale in Trine Towers  Indirapuram Ghaziabad, None, 1275 sqft, Ready to Move, None,New Property, Unfurnished, None, None, 1 Covered, 2, None, ₹82.9 Lac, ₹6 500 per sqft
3 BHK Apartment for Sale in Apex D Rio  Indirapuram Ghaziabad, None, 2460 sqft, Poss. by Aug '24, None,New Property, Unfurnished, None, None, None, 4, None, ₹3.08 Cr, ₹12 520 per sqft
3 BHK Apartment for Sale in Saya Gold Avenue  Indirapuram Ghaziabad, None, 1770 sqft, Ready to Move, 34,New Property, Unfurnished, None, None, 1 Covered, 3, None, ₹1.76 Cr, ₹9 944 per sqft
4 BHK Apartment for Sale in Aegis Symbol Towers Fragrance  Raj Nagar Extension Ghaziabad, None, 2580 sqft, Poss. by Dec '24, None,New Property, Unfurnished, None, None, 1 Covered, 5, None, ₹1.67 Cr, ₹6 473 per sqft
3 BHK Apartment for Sale in Sapphire SMART HOMES  Wave City Ghaziabad, None, 1230 sqft, Ready to Move, 22 out of 22,New Property, Semi-Furnished, North, Freehold, 1 Covered, 3, 4, ₹1.12 Cr, ₹6 656 per sqft
2 BHK Apartment for Sale in Mahagun Montagge  Crossings Republik Ghaziabad, None, 1120 sqft, Poss. by Jun '25, None,New Property, Semi-Furnished, None, None, 1 Covered, 2, None, ₹73.6 Lac, ₹6 571 per sqft
4 BHK Apartment for Sale in SG Vista  Raj Nagar Extension Ghaziabad, None, 1541 sqft, Poss. by Mar '27, None,New Property, Unfurnished, None, None, None, 4, None, ₹1.56 Cr, None
2 BHK Apartment for Sale in Saviour Park Phase IV  Mohan Nagar  Rajendra Nagar Ghaziabad, None, 762 sqft, Ready to Move, None,New Property, Unfurnished, None, None, 1 Covered, 2, None, ₹79 Lac, ₹6 148 per sqft
3 BHK Apartment for Sale in The Blue  Siddharth Vihar Ghaziabad, None, 2048 sqft, Poss. by Aug '27, None,New Property, Furnished, None, None, 1 Covered, 3, None, ₹1.79 Cr, ₹8 740 per sqft
3 BHK Builder Floor for Sale in Shree Homes  Indirapuram Ghaziabad, Shree Homes, 1350 sqft, Ready to Move, 3 out of 4,Resale, Semi-Furnished, West, Freehold, 1 Covered , 2, 1, ₹99.5 Lac, ₹6 862 per sqft
3 BHK Apartment for Sale in Ahinsa Khand-1  Indirapuram Ghaziabad, None, 1498 sqft, Ready to Move, 3 out of 24,Resale, Semi-Furnished, North - East, Freehold, 2 Covered, 4, 5, ₹3.03 Cr, ₹14 159 per sqft
2 BHK Builder Floor for Sale in Indirapuram Ghaziabad, None, 890 sqft, Ready to Move, 1 out of 4,New Property, Semi-Furnished, East, Freehold, 1 Covered , 2, 2, ₹55 Lac, ₹5 446 per sqft
3 BHK Apartment for Sale in Paramount Symphony Orchid  Sain Vihar Ghaziabad, Paramount Symphony Orchid, 1196 sqft, Ready to Move, 6 out of 24,Resale, Furnished, North - East, Freehold, 1 Covered, 3, 4, ₹79 Lac, ₹5 284 per sqft
3 BHK Apartment for Sale in Aegis Symbol Towers Fragrance  Garhi  Raj Nagar Extension Ghaziabad, Aegis Symbol Towers Fragrance, 1320 sqft, Poss. by Dec '24, 7 out of 19,New Property, Unfurnished, North - East, Leasehold, 1 Covered , 3, 4, ₹1.04 Cr, ₹6 798 per sqft
3 BHK Apartment for Sale in Prateek Grand City  Siddharth Vihar Ghaziabad, Prateek Grand City, 1585 sqft, Ready to Move, 23 out of 27,New Property, Unfurnished, East, Freehold, None, 3, 4, ₹1.22 Cr, ₹7 697 per sqft
4 BHK Apartment for Sale in Express One  Vasundhara Ghaziabad, Express One, 1938 sqft, Ready to Move, 27 out of 27,New Property, Unfurnished, North - East, Freehold, 2 Covered, 4, 8, ₹2.35 Cr, ₹9 000 per sqft
3 BHK Apartment for Sale in SG Shikhar Height  Siddharth Vihar Ghaziabad, None, 1144 sqft, Poss. by Sep '24, None,New Property, Unfurnished, None, None, 1 Covered, 3, None, ₹1.43 Cr, ₹7 448 per sqft
4 BHK Builder Floor for Sale in Indirapuram Ghaziabad, None, 2000 sqft, Ready to Move, 1 out of 3,New Property, Unfurnished, West, Freehold, None, 4, 2, ₹2.05 Cr, ₹8 200 per sqft
4 BHK Apartment for Sale in Wave Veridia  Wave City Ghaziabad, Wave Veridia, 1675 sqft, Poss. by Sep '24, 3 out of 5,New Property, Semi-Furnished, None, Leasehold, 1 Covered , 4, 4, ₹1.61 Cr, ₹6 751 per sqft
3 BHK Apartment for Sale in T Homes  Siddharth Vihar Ghaziabad, T Homes, 1525 sqft, Ready to Move, 8 out of 26,Resale, Semi-Furnished, North - East, Freehold, 1 Covered, 3, 3, ₹1.15 Cr, ₹7 541 per sqft
2 BHK Apartment for Sale in Orange County  Orange County  Indirapuram Ghaziabad, Orange County, 1224 sqft, Ready to Move, 10 out of 18,Resale, Semi-Furnished, East, Freehold, 1 Covered, 2, 3, ₹1.10 Cr, ₹8 987 per sqft
2 BHK Apartment for Sale in SCC Blossom  Raj Nagar Extension Ghaziabad, SCC Blossom, 1190 sqft, Poss. by Mar '25, None,New Property, Semi-Furnished, None, None, 1 Covered, 2, None, ₹61.9 Lac, ₹5 200 per sqft
3 BHK Builder Floor for Sale in Indirapuram Ghaziabad, None, 1300 sqft, Ready to Move, 1 out of 4,New Property, Semi-Furnished, East, Freehold, 1 Covered , 2, 2, ₹74.5 Lac, ₹4 967 per sqft
4 BHK Builder Floor for Sale in Indirapuram Ghaziabad, None, 1720 sqft, Ready to Move, 3 out of 4,New Property, Semi-Furnished, East, Freehold, 1 Covered, 3, 2, ₹1.49 Cr, ₹7 551 per sqft
3 BHK Builder Floor for Sale in Indirapuram Ghaziabad, None, 1300 sqft, Ready to Move, 1 out of 4,New Property, Semi-Furnished, East, Freehold, 1 Covered , 2, 1, ₹95 Lac, ₹6 786 per sqft
2 BHK Apartment for Sale in Fragrance Homes  Siddharth Vihar Ghaziabad, Fragrance Homes, 544 sqft, Ready to Move, 1 out of 21,New Property, Semi-Furnished, East, Freehold, 1 Covered , 2, 3, ₹70.2 Lac, ₹6 350 per sqft
4 BHK Apartment for Sale in Windsor Paradise 2  Garhi  Raj Nagar Extension Ghaziabad, Windsor Paradise 2, 1200 sqft, Ready to Move, 18 out of 20,Resale, Semi-Furnished, North - East, Freehold, 1 Covered, 3, 3, ₹1.18 Cr, ₹5 244 per sqft
3 BHK Apartment for Sale in VVIP Namah  National Highway 24 Ghaziabad, VVIP Namah, 1635 sqft, Poss. by Dec '27, None,New Property, Unfurnished, None, None, 1 Covered, 3, None, ₹1.12 Cr, ₹6 850 per sqft
3 BHK Apartment for Sale in ATS Floral Pathways  National Highway 24 Ghaziabad, ATS Floral Pathways, 1720 sqft, Poss. by Dec '25, 2 out of 34,New Property, Unfurnished, None, None, 1 Covered, 3, None, ₹79.9 Lac, ₹4 645 per sqft
2 BHK Apartment for Sale in Mahagun Mantra 1  Govindpuram Ghaziabad, Mahagun Mantra 1, 1200 sqft, Ready to Move, 3 out of 3,Resale, Semi-Furnished, East, Freehold, None, 2, None, ₹25 Lac, ₹2 083 per sqft
2 BHK Builder Floor for Sale in Gyan Khand 2  Indirapuram Ghaziabad, None, 850 sqft, Ready to Move, 2 out of 3,Resale, Semi-Furnished, North - East, Freehold, 1 Covered , 2, 1, ₹38 Lac, ₹3 619 per sqft
4 BHK Builder Floor for Sale in Sector 5 Vaishali Ghaziabad, None, 2355 sqft, Ready to Move, 1 out of 3,New Property, Semi-Furnished, North - West, Freehold, 3 Covered , 3, 2, ₹2.26 Cr, ₹8 470 per sqft
3 BHK Builder Floor for Sale in Gyan Khand 1  Indirapuram Ghaziabad, None, 1550 sqft, Ready to Move, 2 out of 4,New Property, Semi-Furnished, North - East, Freehold, 1 Covered , 3, 1, ₹96.1 Lac, ₹5 824 per sqft
4 BHK Apartment for Sale in Orange County  Indirapuram Ghaziabad, Orange County, 2511 sqft, Ready to Move, 16 out of 16,Resale, Furnished, East, Freehold, None, 3, 4, ₹2.50 Cr, ₹9 956 per sqft
4 BHK Apartment for Sale in Amaatra Crystal  National Highway 24 Ghaziabad, Amaatra Crystal, 1358 sqft, Poss. by Dec '25, 10 out of 22,New Property, Unfurnished, East, Freehold, 1 Covered, 4, 5, ₹96 Lac, ₹3 800 per sqft
3 BHK Apartment for Sale in Nandini The Vasundhara Grand  Vasundhara Ghaziabad, Nandini The Vasundhara Grand, 995 sqft, Ready to Move, 10 out of 26,New Property, Semi-Furnished, North - East, Leasehold, 1 Covered, 2, 3, ₹1.19 Cr, ₹9 189 per sqft
2 BHK Apartment for Sale in Kamadgiri Apartment  Kaushambi Ghaziabad, Kamadgiri Apartment, 138 sqm, Ready to Move, 6 out of 12,New Property, Furnished, North - East, Freehold, 1 Covered, 2, 2, ₹81 Lac, ₹5 453 per sqft
3 BHK Apartment for Sale in Madhuban Bapudham Ghaziabad, None, 1600 sqft, Ready to Move, 5 out of 17,Resale, Unfurnished, None, Freehold, 1 Covered , 3, None, ₹73 Lac, ₹4 562 per sqft
3 BHK Apartment for Sale in Ganga Yamuna Hindon Apartments  Siddharth Vihar Ghaziabad, Ganga Yamuna Hindon Apartments, 120 sqm, Ready to Move, 15 out of 21,Resale, Unfurnished, South - East, Freehold, None, 3, 2, ₹82.8 Lac, ₹6 009 per sqft
3 BHK Builder Floor for Sale in Indirapuram Ghaziabad, None, 75 sqm, Ready to Move, 2 out of 3,Resale, Semi-Furnished, East, Freehold, 1 Open, 2, 1, ₹55 Lac, ₹5 677 per sqft
2 BHK Apartment for Sale in Indirapuram Ghaziabad, None, 650 sqft, Ready to Move, 3 out of 3,Resale, Semi-Furnished, North - East, Freehold, 1 Covered, 2, 1, ₹26.5 Lac, ₹3 312 per sqft
2 BHK Apartment for Sale in Bharat City  Bhopura Ghaziabad, Bharat City, 750 sqft, Ready to Move, Ground out of 20,Resale, Unfurnished, None, None, None, 2, 2, ₹27 Lac, ₹3 375 per sqft
2 BHK Apartment for Sale in Bharat City  Bhopura Ghaziabad, Bharat City, 750 sqft, Ready to Move, Ground out of 13,Resale, Semi-Furnished, North - East, Freehold, None, 2, 2, ₹35 Lac, ₹3 125 per sqft
2 BHK Apartment for Sale in Anand Dham RWA  Sahibabad Ghaziabad, Anand Dham RWA, 936 sqft, Ready to Move, 2 out of 7,Resale, Unfurnished, East, Freehold, None, 2, 3, ₹50 Lac, ₹5 342 per sqft
2 BHK Apartment for Sale in SVP Gulmohur Garden  Raj Nagar Extension Ghaziabad, SVP Gulmohur Garden, 700 sqft, Ready to Move, 12 out of 14,Resale, Furnished, North - East, Freehold, 1 Covered, 2, 3, ₹45 Lac, ₹4 737 per sqft
3 BHK Apartment for Sale in Gulmohar Enclave  Nehru Nagar 3 Ghaziabad, Gulmohar Enclave, 1520 sqft, Ready to Move, 6 out of 7,Resale, Semi-Furnished, North - East, Freehold, None, 3, 2, ₹76 Lac, ₹5 000 per sqft
1 BHK Apartment for Sale in Vaishali Ghaziabad, None, 300 sqft, Ready to Move, 1 out of 4,Resale, Unfurnished, East, Power Of Attorney, None, 1, 1, ₹25 Lac, ₹8 065 per sqft
1 BHK Apartment for Sale in Rampuri  Surya Nagar Ghaziabad, None, 415 sqft, Ready to Move, 2 out of 3,Resale, Unfurnished, South - East, Freehold, None, 1, 1, ₹25 Lac, ₹5 319 per sqft
2 BHK Apartment for Sale in Aditya Luxuria Estate  National Highway 24 Ghaziabad, Aditya Luxuria Estate, 965 sqft, Ready to Move, 2 out of 20,New Property, Unfurnished, None, None, None, 2, 3, ₹36 Lac, ₹3 731 per sqft
4 BHK Builder Floor for Sale in Sector 3 Vaishali Ghaziabad, None, 1590 sqft, Ready to Move, 1 out of 3,New Property, Semi-Furnished, East, Freehold, 2 Covered , 3, 2, ₹1.48 Cr, ₹8 311 per sqft
2 BHK Builder Floor for Sale in Shakti Khand 4  Indirapuram Ghaziabad, None, 1250 sqft, Ready to Move, 3 out of 3,Resale, Semi-Furnished, East, Freehold, None, 2, 2, ₹61 Lac, ₹4 207 per sqft
2 BHK Apartment for Sale in Garhi  Raj Nagar Extension Ghaziabad, None, 950 sqft, Ready to Move, 7 out of 14,Resale, Semi-Furnished, North, Freehold, 1 Covered, 2, 3, ₹55 Lac, ₹4 435 per sqft
4 BHK Apartment for Sale in Assotech The Nest  Sain Vihar Ghaziabad, Assotech The Nest, 1730 sqft, Ready to Move, 14 out of 20,Resale, Semi-Furnished, North - East, Freehold, 1 Covered, 3, 4, ₹80 Lac, ₹4 624 per sqft
3 BHK Apartment for Sale in Golf Vista  Crossings Republik Ghaziabad, Golf Vista, 1392 sqft, Ready to Move, None,Resale, Unfurnished, North - East, Freehold, 1 Covered, 3, 4, ₹75 Lac, ₹4 348 per sqft
2 BHK Builder Floor for Sale in Gyan Khand 1  Indirapuram Ghaziabad, None, 850 sqft, Ready to Move, 2 out of 3,New Property, Semi-Furnished, North - East, Freehold, 1 Covered, 2, 1, ₹48 Lac, ₹4 800 per sqft
3 BHK Apartment for Sale in Sector 5 Vaishali Ghaziabad, None, 1400 sqft, Ready to Move, 8 out of 11,New Property, Semi-Furnished, East, Freehold, 1 Covered, 2, 3, ₹95 Lac, ₹5 938 per sqft
2 BHK Builder Floor for Sale in Indirapuram Ghaziabad, None, 800 sqft, Ready to Move, 2 out of 3,New Property, Semi-Furnished, East, Freehold, 1 Covered , 2, 1, ₹43.5 Lac, ₹4 350 per sqft
3 BHK Apartment for Sale in Angel Mercury  Indirapuram Ghaziabad, Angel Mercury, 1395 sqft, Ready to Move, 9 out of 21,Resale, Unfurnished, East, Freehold, 1 Covered, 2, 3, ₹95 Lac, ₹6 032 per sqft
3 BHK Apartment for Sale in Paramount Symphony  Crossings Republik Ghaziabad, Paramount Symphony, 1895 sqft, Ready to Move, 12 out of 24,Resale, Semi-Furnished, East, Freehold, 1 Covered, 3, 3, ₹90 Lac, ₹4 749 per sqft
4 BHK Apartment for Sale in Orange County  Ahinsa Khand-1  Indirapuram Ghaziabad, Orange County, 2008 sqft, Ready to Move, 17 out of 18,Resale, Semi-Furnished, East, Freehold, 1 Covered, 3, 2, ₹2 Cr, ₹7 965 per sqft
2 BHK Apartment for Sale in Panchsheel Wellington  Crossings Republik Ghaziabad, Panchsheel Wellington, 615 sqft, Ready to Move, 16 out of 25,Resale, Semi-Furnished, East, Leasehold, None, 2, 2, ₹47 Lac, ₹4 476 per sqft
2 BHK Apartment for Sale in Saviour Greenisle  Crossings Republik Ghaziabad, Saviour Greenisle, 1100 sqft, Ready to Move, None,Resale, Semi-Furnished, East, Freehold, 1 Covered, 2, 3, ₹49 Lac, ₹3 920 per sqft
2 BHK Apartment for Sale in National Highway 24 Ghaziabad, None, 589 sqft, Ready to Move, 1 out of 19,New Property, Unfurnished, North - East, Freehold, None, 2, 1, ₹38 Lac, ₹4 524 per sqft
4 BHK Builder Floor for Sale in Ramprastha Colony Ghaziabad, None, 3330 sqft, Ready to Move, 1 out of 2,New Property, Semi-Furnished, North - East, Freehold, 1 Covered , 3, 2, ₹3.25 Cr, ₹10 833 per sqft
2 BHK Apartment for Sale in Jasmine Grove  National Highway 24 Ghaziabad, Jasmine Grove, 800 sqft, Ready to Move, 11 out of 19,Resale, Unfurnished, East, Freehold, None, 2, 3, ₹50 Lac, ₹4 566 per sqft
2 BHK Apartment for Sale in Amrapali Greens  Vaibhav Khand  Indirapuram Ghaziabad, Amrapali Greens, 1450 sqft, Ready to Move, 6 out of 14,Resale, Semi-Furnished, North - East, Freehold, 1 Covered, 2, 4, ₹66 Lac, ₹4 552 per sqft
4 BHK Apartment for Sale in Aditya Mega City  Vaibhav Khand  Indirapuram Ghaziabad, Aditya Mega City, 2150 sqft, Ready to Move, 3 out of 9,Resale, Semi-Furnished, West, Freehold, None, 4, 2, ₹2.25 Cr, ₹9 454 per sqft
2 BHK Apartment for Sale in Prateek Grand City  Siddharth Vihar Ghaziabad, Prateek Grand City, 532 sqft, Ready to Move, 1 out of 28,Resale, Unfurnished, North - East, Leasehold, 1 Covered, 2, 3, ₹47 Lac, ₹6 104 per sqft
2 BHK Apartment for Sale in Saya Zenith  Indirapuram Ghaziabad, Saya Zenith, 1190 sqft, Ready to Move, 12 out of 23,Resale, Unfurnished, North - West, Freehold, None, 2, 3, ₹92 Lac, ₹7 731 per sqft
3 BHK Builder Floor for Sale in Rajendra Nagar Ghaziabad, None, 1250 sqft, Ready to Move, 2 out of 4,New Property, Unfurnished, East, Freehold, None, 2, 2, ₹52 Lac, ₹4 000 per sqft
4 BHK Builder Floor for Sale in Sector 12 Vasundhara Ghaziabad, None, 1650 sqft, Ready to Move, 1 out of 3,New Property, Semi-Furnished, North - East, Freehold, 1 Covered , 3, 2, ₹1.50 Cr, ₹8 571 per sqft
3 BHK Apartment for Sale in Krishna Apra Gardens  Vaibhav Khand  Indirapuram Ghaziabad, Krishna Apra Gardens, 1600 sqft, Ready to Move, 4 out of 15,Resale, Semi-Furnished, North - East, Freehold, 1 Covered, 3, 3, ₹1.57 Cr, ₹9 246 per sqft
2 BHK Apartment for Sale in Mehak Jeevan  Raj Nagar Extension Ghaziabad, Mehak Jeevan, 700 sqft, Ready to Move, Ground out of 14,New Property, Semi-Furnished, North - East, Freehold, 1 Covered , 2, 2, ₹36 Lac, ₹4 225 per sqft
3 BHK Builder Floor for Sale in Indirapuram Ghaziabad, None, 1100 sqft, Ready to Move, 2 out of 4,New Property, Semi-Furnished, North - West, Freehold, 1 Covered , 2, 1, ₹90.5 Lac, ₹6 465 per sqft
3 BHK Apartment for Sale in Divyansh Onyx  National Highway 24 Ghaziabad, Divyansh Onyx, 1490 sqft, Ready to Move, 10 out of 22,New Property, Unfurnished, North - East, Freehold, None, 3, 3, ₹75.8 Lac, ₹5 089 per sqft
3 BHK Apartment for Sale in Jyoti Super Village  Raj Nagar Extension Ghaziabad, Jyoti Super Village, 862 sqft, Ready to Move, 3 out of 4,Resale, Semi-Furnished, East, Freehold, 1 Covered, 2, 3, ₹49 Lac, ₹4 261 per sqft
3 BHK Builder Floor for Sale in Shri Ganpati Residency  National Highway 24 Ghaziabad, Shri Ganpati Residency, 1365 sqft, Ready to Move, 1 out of 3,New Property, Semi-Furnished, East, Freehold, 1 Covered , 3, 2, ₹65 Lac, ₹4 088 per sqft
3 BHK Apartment for Sale in Krishna Apra Saphire  Indirapuram Ghaziabad, Krishna Apra Saphire, 1980 sqft, Ready to Move, 3 out of 15,Resale, Semi-Furnished, South, Freehold, 1 Open, 4, 4, ₹1.82 Cr, ₹9 192 per sqft
3 BHK Apartment for Sale in Shipra Srishti  Indirapuram Ghaziabad, Shipra Srishti, 1700 sqft, Ready to Move, 3 out of 14,Resale, Semi-Furnished, East, Freehold, None, 3, 3, ₹1.95 Cr, ₹11 471 per sqft
3 BHK Apartment for Sale in Assotech The Nest  Crossings Republik Ghaziabad, Assotech The Nest, 1620 sqft, Ready to Move, 9 out of 21,Resale, Furnished, North - East, Freehold, 1 Covered, 3, 4, ₹76 Lac, ₹4 199 per sqft
2 BHK Apartment for Sale in Gaurs Siddhartham  Siddharth Vihar Ghaziabad, Gaurs Siddhartham, 900 sqft, Ready to Move, 23 out of 32,Resale, Unfurnished, East, Freehold, 1 Covered, 2, 2, ₹64 Lac, ₹6 066 per sqft
4 BHK Apartment for Sale in Saya Zenith  Indirapuram Ghaziabad, Saya Zenith, 1510 sqft, Ready to Move, 4 out of 4,Resale, Semi-Furnished, North - East, Freehold, 1 Covered, 4, 4, ₹1.65 Cr, ₹7 639 per sqft
4 BHK Builder Floor for Sale in Sector 3 Rajendra Nagar Ghaziabad, None, 2500 sqft, Ready to Move, 3 out of 4,New Property, Semi-Furnished, North - East, Freehold, 1 Covered , 3, 3, ₹2.25 Cr, ₹6 818 per sqft
3 BHK Apartment for Sale in Niho Scottish Garden  Indirapuram Ghaziabad, Niho Scottish Garden, 1485 sqft, Ready to Move, None,Resale, Semi-Furnished, East, Freehold, 1 Open, 2, 3, ₹80 Lac, ₹5 298 per sqft
3 BHK Apartment for Sale in Rajnagar Residency  Raj Nagar Extension Ghaziabad, Rajnagar Residency, 1674 sqft, Ready to Move, 9 out of 14,Resale, Unfurnished, East, Freehold, None, 2, 4, ₹85 Lac, ₹5 078 per sqft
3 BHK Builder Floor for Sale in Shourya Puram  National Highway 24 Ghaziabad, Shourya Puram, 1450 sqft, Poss. by Jun '24, 2 out of 3,New Property, Semi-Furnished, North - East, Freehold, None, 3, 1, ₹75 Lac, ₹4 762 per sqft
3 BHK Builder Floor for Sale in Shakti Khand 3 Ghaziabad, None, 90 sqm, Ready to Move, 1 out of 3,Resale, Semi-Furnished, North - East, Freehold, 1 Open, 2, 2, ₹60 Lac, ₹6 193 per sqft
3 BHK Apartment for Sale in GC Grand  Indirapuram Ghaziabad, GC Grand, 2205 sqft, Ready to Move, 5 out of 14,Resale, Unfurnished, East, Freehold, None, 4, 4, ₹2 Cr, ₹9 070 per sqft
4 BHK Builder Floor for Sale in Niti Khand 1 Ghaziabad, None, 210 sqm, Ready to Move, 1 out of 3,New Property, Semi-Furnished, East, Freehold, 1 Covered , 4, 2, ₹2.50 Cr, ₹10 557 per sqft
2 BHK Apartment for Sale in Prateek Grand City  Siddharth Vihar Ghaziabad, Prateek Grand City, 550 sqft, Ready to Move, 26 out of 29,New Property, Unfurnished, North - East, Freehold, 1 Covered , 2, 2, ₹44 Lac, ₹5 714 per sqft
3 BHK Apartment for Sale in Angel Mercury  Indirapuram Ghaziabad, Angel Mercury, 1800 sqft, Ready to Move, 11 out of 22,Resale, Unfurnished, East, Freehold, None, 4, 3, ₹1.17 Cr, ₹6 227 per sqft
2 BHK Apartment for Sale in Palm Resort  Raj Nagar Extension Ghaziabad, Palm Resort, 650 sqft, Ready to Move, 3 out of 16,Resale, Unfurnished, South - East, Freehold, 1 Covered, 2, 3, ₹56.5 Lac, ₹5 622 per sqft
2 BHK Apartment for Sale in Crossing Republic GH 7  Crossings Republik Ghaziabad, Crossing Republic GH 7, 980 sqft, Ready to Move, 10 out of 14,Resale, Furnished, North - East, Freehold, 1 Covered, 2, 4, ₹62 Lac, ₹4 882 per sqft
3 BHK Apartment for Sale in Saviour Park  Mohan Nagar  Rajendra Nagar Ghaziabad, Saviour Park, 1100 sqft, Ready to Move, 10 out of 15,Resale, Semi-Furnished, North - East, Freehold, 1 Covered, 2, 5, ₹90 Lac, ₹5 980 per sqft
3 BHK Builder Floor for Sale in Govindpuram Ghaziabad, None, 800 sqft, Ready to Move, 1 out of 4,New Property, Semi-Furnished, North - East, Freehold, 1 Covered , 2, 2, ₹22.5 Lac, ₹2 250 per sqft
2 BHK Apartment for Sale in Prateek Grand City  Siddharth Vihar Ghaziabad, Prateek Grand City, 644 sqft, Ready to Move, 26 out of 28,Resale, Unfurnished, East, Freehold, 1 Covered, 2, 4, ₹59.3 Lac, ₹6 114 per sqft
4 BHK Villa for Sale in Wave City Ghaziabad, None, 1987 sqft, Ready to Move, None,New Property, Semi-Furnished, East, Freehold, 1 Covered, 4, 2, ₹1.85 Cr, ₹10 596 per sqft
2 BHK Apartment for Sale in SCC Sapphire  Raj Nagar Extension Ghaziabad, SCC Sapphire, 690 sqft, Ready to Move, 15 out of 15,New Property, Semi-Furnished, North, Freehold, 1 Covered, 2, 3, ₹43.9 Lac, ₹4 241 per sqft
4 BHK Builder Floor for Sale in Surya Nagar Ghaziabad, None, 355 sqyrd, Ready to Move, 3 out of 3,New Property, Semi-Furnished, North - East, Freehold, None, 4, 4, ₹2.75 Cr, ₹8 607 per sqft
4 BHK Builder Floor for Sale in Vasundhara Ghaziabad, None, 1450 sqft, Ready to Move, 1 out of 4,New Property, Semi-Furnished, South - East, Freehold, 1 Open, 3, 1, ₹70.5 Lac, ₹4 700 per sqft
3 BHK Apartment for Sale in Laboni Apartments  Crossings Republik Ghaziabad, Laboni Apartments, 1372 sqft, Ready to Move, 8 out of 14,New Property, Semi-Furnished, East, Freehold, None, 3, 5, ₹95.4 Lac, ₹5 300 per sqft
2 BHK Builder Floor for Sale in Shalimar Garden Extension 1 Ghaziabad, None, 800 sqft, Ready to Move, 1 out of 4,Resale, Semi-Furnished, East, Freehold, 1 Covered, 2, 2, ₹35.3 Lac, ₹3 832 per sqft
2 BHK Builder Floor for Sale in Indirapuram Ghaziabad, None, 955 sqft, Ready to Move, 3 out of 4,New Property, Semi-Furnished, North - East, Freehold, 1 Covered , 2, 1, ₹38.4 Lac, ₹3 641 per sqft
3 BHK Apartment for Sale in The Golden Gate  National Highway 24 Ghaziabad, The Golden Gate, 879 sqft, Ready to Move, 10 out of 19,New Property, Unfurnished, North - East, Freehold, 1 Covered, 2, 4, ₹92.2 Lac, ₹5 641 per sqft
3 BHK Builder Floor for Sale in Vasundhara Ghaziabad, None, 1300 sqft, Ready to Move, 1 out of 3,New Property, Semi-Furnished, West, Freehold, 1 Covered , 2, 1, ₹75 Lac, ₹5 357 per sqft
